gem_rxn_id,gem_rxn,gem_bigg,gem_rxn_name
CU2tex,cu2_e <=> cu2_p,CU2tex,Copper (Cu+2) transport via diffusion (extracellular to periplasm)
EX_glcur1p_e,glcur1p_e --> ,EX_glcur1p_e,D-Glucuronate 1-phosphate exchange
GLCATr,accoa_c + glc__D_c <=> acglc__D_c + coa_c,GLCATr,D-glucose O-acetyltransferase
ALR2,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c,ALR2,Aldose reductase (methylglyoxal)
AMALT2,malt_c + maltttr_c --> glc__D_c + maltpt_c,AMALT2,Amylomaltase (maltotetraose)
MLTP1,maltpt_c + pi_c <=> g1p_c + maltttr_c,MLTP1,Maltodextrin phosphorylase (maltopentaose)
HEPT2,adphep_LD_c + hlipa_c --> adp_c + h_c + hhlipa_c,HEPT2,Heptosyltransferase II (LPS core synthesis)
FECRMUtex,fecrm_un_p + h_p --> fecrm_un_e + h_c,FECRMUtex,Ferrichrome (minus Fe) secretion (to extracellular)
ALAALAr,2.0 ala__D_c + atp_c <=> adp_c + alaala_c + h_c + pi_c,ALAALAr,D-alanine-D-alanine ligase (reversible)
EX_thrp_e,thrp_e --> ,EX_thrp_e,L-Threonine O-3-phosphate exchange
CLtex,cl_e <=> cl_p,CLtex,Chloride (Cl-1) transport via diffusion (extracellular to periplasm)
CYSDtex,cys__D_e <=> cys__D_p,CYSDtex,D-cysteine transport via diffusion (extracellular to periplasm)
CYSDabcpp,atp_c + cys__D_p + h2o_c --> adp_c + cys__D_c + h_c + pi_c,CYSDabcpp,D-cysteine uptake via ABC system (periplasm)
HXAND,h2o_c + hxan_c + nad_c --> h_c + nadh_c + xan_c,HXAND,Hypoxanthine dehydrogenase
EX_fald_e,fald_e --> ,EX_fald_e,Formaldehyde exchange
EX_pydxn_e,pydxn_e --> ,EX_pydxn_e,Pyridoxine exchange
EX_acgal_e,acgal_e --> ,EX_acgal_e,N-Acetyl-D-galactosamine exchange
EX_so2_e,so2_e --> ,EX_so2_e,Sulfur dioxide exchange
EX_dms_e,dms_e --> ,EX_dms_e,Dimethyl sulfide exchange
GMPtex,gmp_e <=> gmp_p,GMPtex,GMP transport via diffusion (extracellular to periplasm)
IMPtex,imp_e <=> imp_p,IMPtex,IMP transport via diffusion (extracellular to periplasm)
G3PItex,g3pi_e <=> g3pi_p,G3PItex,Glycero-3-phospho-1-inositol transport via diffusion (extracellular to periplasm)
CD2abcpp,atp_c + cd2_c + h2o_c --> adp_c + cd2_p + h_c + pi_c,CD2abcpp,Cadmium (Cd+2) ABC transporter (periplasm)
G3PGtex,g3pg_e <=> g3pg_p,G3PGtex,Glycerophoglycerol transport via diffusion (extracellular to periplasm)
G3PEtex,g3pe_e <=> g3pe_p,G3PEtex,Glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm)
G3PCtex,g3pc_e <=> g3pc_p,G3PCtex,Glycero-3-phosphocholine transport via diffusion (extracellular to periplasm)
MOAT3C,ckdo_c + phphhlipa_c --> cmp_c + h_c + kphphhlipa_c,MOAT3C,3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis)
UMPtex,ump_e <=> ump_p,UMPtex,UMP transport via diffusion (extracellular to periplasm)
G1Ptex,g1p_e <=> g1p_p,G1Ptex,D-glucose 1-phosphate transport via diffusion
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,ADNK1,Adenosine kinase
CUt3,cu_c + h_e --> cu_e + h_c,CUt3,Copper transport out via proton antiport
ZN2t3pp,h_p + zn2_c --> h_c + zn2_p,ZN2t3pp,Zinc (Zn+2) transport out via proton antiport (periplasm)
SKMtex,skm_e <=> skm_p,SKMtex,Shikimate transport via diffusion (extracellular to periplasm)
MNt2pp,h_p + mn2_p --> h_c + mn2_c,MNt2pp,Manganese (Mn+2) transport in via proton symport (periplasm)
RHAT1,dtdprmn_c + kphphhlipa_c --> dtdp_c + h_c + icolipa_c,RHAT1,Rhamnosyltransferase I (LPS core biosynthesis)
GLCabcpp,atp_c + glc__D_p + h2o_c --> adp_c + glc__D_c + h_c + pi_c,GLCabcpp,D-glucose transport via ABC system (periplasm)
GALT1,gicolipa_c + udpg_c --> gagicolipa_c + h_c + udp_c,GALT1,Galactosyltransferase I (LPS core synthesis)
MNtex,mn2_e <=> mn2_p,MNtex,Manganese (Mn+2) transport via diffusion (extracellular to periplasm)
GAL1Ptex,gal1p_e <=> gal1p_p,GAL1Ptex,D-galactose 1-phosphate transport via diffusion (extracellular to periplasm)
GLCTR2,gagicolipa_c + udpg_c --> ggagicolipa_c + h_c + udp_c,GLCTR2,Glucosyltransferase II (LPS core synthesis)
G2PPpp,glyc2p_p + h2o_p --> glyc_p + pi_p,G2PPpp,Glycerol 2-phosphate phosphatase (periplasmic)
UDPGPpp,h2o_p + udpg_p --> g1p_p + 2.0 h_p + ump_p,UDPGPpp,UDPglucose pyrophosphohydrolase
EX_acgal1p_e,acgal1p_e --> ,EX_acgal1p_e,N-Acetyl-D-galactosamine 1-phosphate exchange
EX_cyan_e,cyan_e --> ,EX_cyan_e,Hydrogen cyanide exchange
EX_tyrp_e,tyrp_e --> ,EX_tyrp_e,Phosphotyrosine exchange
O2Stex,o2s_e <=> o2s_p,O2Stex,Superoxide anion transport via diffusion (extracellular to periplasm)
HEPK1,atp_c + hhlipa_c --> adp_c + h_c + phhlipa_c,HEPK1,LPS heptose kinase I (LPS core synthesis)
HEPT3,adphep_LD_c + phhlipa_c --> adp_c + h_c + hphhlipa_c,HEPT3,Heptosyltransferase III (LPS core synthesis)
HEPK2,atp_c + hphhlipa_c --> adp_c + h_c + phphhlipa_c,HEPK2,LPS heptose kinase II (LPS core synthesis)
ALDD3y,h2o_c + nadp_c + ppal_c --> 2.0 h_c + nadph_c + ppa_c,ALDD3y,"Aldehyde dehydrogenase (propanal, NADP)"
EX_uacgam_e,uacgam_e --> ,EX_uacgam_e,UDP-N-acetyl-D-glucosamine exchange
Kt3pp,h_p + k_c --> h_c + k_p,Kt3pp,Potassium transport out via proton antiport (periplasm)
EX_udpacgal_e,udpacgal_e --> ,EX_udpacgal_e,UDP-N-acetyl-D-galactosamine exchange
EX_udpg_e,udpg_e --> ,EX_udpg_e,UDPglucose exchange
EX_udpgal_e,udpgal_e --> ,EX_udpgal_e,UDPgalactose exchange
EX_udpglcur_e,udpglcur_e --> ,EX_udpglcur_e,UDP-D-glucuronate exchange
EX_14glucan_e,14glucan_e --> ,EX_14glucan_e,"1,4-alpha-D-glucan exchange"
EX_pser__L_e,pser__L_e --> ,EX_pser__L_e,O-Phospho-L-serine exchange
R5PP,h2o_c + r5p_c --> pi_c + rib__D_c,R5PP,Ribose 5-phosphate phosphatase
EX_xmp_e,xmp_e --> ,EX_xmp_e,Xanthosine 5'-phosphate exchange
EX_damp_e,damp_e --> ,EX_damp_e,DAMP exchange
CYSSADS,3sala_c + 2.0 h_c --> ala__L_c + so2_c,CYSSADS,L-cysteine sulfinic acid desulfurase
EX_dimp_e,dimp_e --> ,EX_dimp_e,DIMP exchange
CPPPGO2,2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c,CPPPGO2,Oxygen Independent coproporphyrinogen-III oxidase
EX_isetac_e,isetac_e --> ,EX_isetac_e,Isethionic acid exchange
AGM3PH,anhgm3p_c + h2o_c --> acgam_c + anhm3p_c,AGM3PH,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase"
HOMt2pp,h_p + hom__L_c --> h_c + hom__L_p,HOMt2pp,L-homoserineserine efflux via proton symport
EX_aso3_e,aso3_e --> ,EX_aso3_e,Arsenite exchange
EX_tcynt_e,tcynt_e --> ,EX_tcynt_e,Thiocyanate exchange
EX_fe3dhbzs_e,fe3dhbzs_e --> ,EX_fe3dhbzs_e,"Ferric 2,3-dihydroxybenzoylserine exchange"
AGM3PApp,anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p,AGM3PApp,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm)
PPPGO,1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c,PPPGO,Protoporphyrinogen oxidase (aerobic)
EX_feoxam_un_e,feoxam_un_e --> ,EX_feoxam_un_e,Ferroxamine minus Fe(3) exchange
HOMtex,hom__L_e <=> hom__L_p,HOMtex,L-homoserine transport via diffusion (extracellular to periplasm)
SO2tex,so2_e <=> so2_p,SO2tex,SO2 transport via diffusion (extracellular to periplasm)
SO2tpp,so2_p <=> so2_c,SO2tpp,SO2 transport via diffusion (periplasm)
LDH_D2,lac__D_c + q8_c --> pyr_c + q8h2_c,LDH_D2,D-lactate dehydrogenase
EX_g3pc_e,g3pc_e --> ,EX_g3pc_e,Sn-Glycero-3-phosphocholine exchange
EX_g3pg_e,g3pg_e --> ,EX_g3pg_e,Glycerophosphoglycerol exchange
EX_g3pi_e,g3pi_e --> ,EX_g3pi_e,Sn-Glycero-3-phospho-1-inositol exchange
SHCHF,fe2_c + scl_c --> 3.0 h_c + sheme_c,SHCHF,Sirohydrochlorin ferrochelatase
SUCOAS,atp_c + coa_c + succ_c <=> adp_c + pi_c + succoa_c,SUCOAS,Succinyl-CoA synthetase (ADP-forming)
SUCBZL,atp_c + coa_c + sucbz_c --> amp_c + ppi_c + sbzcoa_c,SUCBZL,O-succinylbenzoate-CoA ligase
CYSDDS,cys__D_c + h2o_c --> h2s_c + nh4_c + pyr_c,CYSDDS,D-cysteine desulfhydrase
CYStpp,cys__L_c --> cys__L_p,CYStpp,L-cysteine export via facilitated transport
EX_g3ps_e,g3ps_e --> ,EX_g3ps_e,Glycerophosphoserine exchange
EX_peamn_e,peamn_e --> ,EX_peamn_e,Phenethylamine exchange
EX_34dhpac_e,34dhpac_e --> ,EX_34dhpac_e,"3,4-Dihydroxyphenylacetaldehyde exchange"
NTP1,atp_c + h2o_c --> adp_c + h_c + pi_c,NTP1,Nucleoside-triphosphatase (ATP)
DAMPtex,damp_e <=> damp_p,DAMPtex,DAMP transport via diffusion (extracellular to periplasm)
DCMPtex,dcmp_e <=> dcmp_p,DCMPtex,DCMP transport via diffusion (extracellular to periplasm)
DGMPtex,dgmp_e <=> dgmp_p,DGMPtex,DGMP transport via diffusion (extracellular to periplasm)
DTMPtex,dtmp_e <=> dtmp_p,DTMPtex,DTMP transport via diffusion (extracellular to periplasm)
ACSERtpp,acser_c --> acser_p,ACSERtpp,O-Acetyl-L-serine export via facilitated transport
ACSERtex,acser_e <=> acser_p,ACSERtex,O-Acetyl-L-serine transport via diffusion (extracellular to periplasm)
LALDO3,h_c + mthgxl_c + nadph_c --> lald__L_c + nadp_c,LALDO3,L-Lactaldehyde:NADP+ 1-oxidoreductase
NTP10,h2o_c + itp_c --> h_c + idp_c + pi_c,NTP10,Nucleoside-triphosphatase (ITP)
PRAIS,atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c,PRAIS,Phosphoribosylaminoimidazole synthase
GDMANE,gdpddman_c --> gdpofuc_c,GDMANE,GDP-4-dehydro-6-deoxy-D-mannose epimerase
GPDDA4,g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c,GPDDA4,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)
LPLIPAL2ATG120,2agpg120_c + pg120_c --> apg120_c + g3pg_c,LPLIPAL2ATG120,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)"
PLIPA1E140pp,h2o_p + pe140_p --> 2agpe140_p + h_p + ttdca_p,PLIPA1E140pp,"Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm)"
LPLIPAL2E140,2agpe140_c + h2o_c --> g3pe_c + h_c + ttdca_c,LPLIPAL2E140,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)"
PLIPA1E160pp,h2o_p + pe160_p --> 2agpe160_p + h_p + hdca_p,PLIPA1E160pp,"Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)"
GALKr,atp_c + gal_c <=> adp_c + gal1p_c + h_c,GALKr,Galactokinase
PLIPA1E161pp,h2o_p + pe161_p --> 2agpe161_p + h_p + hdcea_p,PLIPA1E161pp,"Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)"
AACPS8,ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c,AACPS8,Acyl-[acyl-carrier-protein] synthetase  (n-C10:0)
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,AACPS9,Acyl-[acyl-carrier-protein] synthetase  (n-C8:0)
LPLIPAL2E180,2agpe180_c + h2o_c --> g3pe_c + h_c + ocdca_c,LPLIPAL2E180,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)"
LPLIPAL2G161,2agpg161_c + h2o_c --> g3pg_c + h_c + hdcea_c,LPLIPAL2G161,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)"
LPLIPAL2G181,2agpg181_c + h2o_c --> g3pg_c + h_c + ocdcea_c,LPLIPAL2G181,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)"
2AGPE120tipp,2agpe120_p --> 2agpe120_c,2AGPE120tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm)
HXCT,accoa_c + hxa_c --> ac_c + hxcoa_c,HXCT,Acetyl-CoA:hexanoate-CoA transferase
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,AACPS6,Acyl-[acyl-carrier-protein] synthetase  (n-C18:0)
2AGPEAT160,2agpe160_c + atp_c + hdca_c --> amp_c + pe160_c + ppi_c,2AGPEAT160,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0)
AACPS7,ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c,AACPS7,Acyl-[acyl-carrier-protein] synthetase  (n-C12:0)
PANTS,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,PANTS,Pantothenate synthase
G3PGabcpp,atp_c + g3pg_p + h2o_c --> adp_c + g3pg_c + h_c + pi_c,G3PGabcpp,Sn-glycerol-3-phosphoglycerol transport via ABC system (periplasm)
G3PIabcpp,atp_c + g3pi_p + h2o_c --> adp_c + g3pi_c + h_c + pi_c,G3PIabcpp,Sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)
DURADx,56dura_c + nad_c <=> h_c + nadh_c + ura_c,DURADx,Dihydrouracil dehydrogenase (NAD)
ECOAH7,3hhdcoa_c <=> h2o_c + hdd2coa_c,ECOAH7,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)
G1PPpp,g1p_p + h2o_p --> glc__D_p + pi_p,G1PPpp,Glucose-1-phosphatase
GALCTND,galctn__D_c --> 2dh3dgal_c + h2o_c,GALCTND,Galactonate dehydratase
GCALDD,gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c,GCALDD,Glycolaldehyde dehydrogenase
HISTP,h2o_c + hisp_c --> histd_c + pi_c,HISTP,Histidinol-phosphatase
G3PSabcpp,atp_c + g3ps_p + h2o_c --> adp_c + g3ps_c + h_c + pi_c,G3PSabcpp,Sn-glycerol-3-phosphoserine transport via ABC system (periplasm)
QMO2,2.0 o2_c + q8h2_c --> 2.0 h_c + 2.0 o2s_c + q8_c,QMO2,Quinol monooxygenase (Ubiquinol-8)
QMO3,mql8_c + 2.0 o2_c --> 2.0 h_c + mqn8_c + 2.0 o2s_c,QMO3,Quinol monooxygenase (menaquinol 8)
LPLIPAL2E141,2agpe141_c + h2o_c --> g3pe_c + h_c + ttdcea_c,LPLIPAL2E141,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)"
LPLIPAL2E161,2agpe161_c + h2o_c --> g3pe_c + h_c + hdcea_c,LPLIPAL2E161,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)"
LDH_D,lac__D_c + nad_c <=> h_c + nadh_c + pyr_c,LDH_D,D-lactate dehydrogenase
AMALT4,malt_c + malthx_c --> glc__D_c + malthp_c,AMALT4,Amylomaltase (maltohexaose)
NTD11,h2o_c + imp_c --> ins_c + pi_c,NTD11,5'-nucleotidase (IMP)
LPLIPAL2E181,2agpe181_c + h2o_c --> g3pe_c + h_c + ocdcea_c,LPLIPAL2E181,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)"
YUMPS,r5p_c + ura_c <=> h2o_c + psd5p_c,YUMPS,YUMP synthetase
LPLIPAL2G180,2agpg180_c + h2o_c --> g3pg_c + h_c + ocdca_c,LPLIPAL2G180,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)"
LPLIPAL2G141,2agpg141_c + h2o_c --> g3pg_c + h_c + ttdcea_c,LPLIPAL2G141,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)"
2AGPA120tipp,2ddecg3p_p --> 2ddecg3p_c,2AGPA120tipp,2-Acyl-sn-glycero-3-phosphatidate (n-C12:0) transporter via facilitated diffusion (periplasm)
2AGPG180tipp,2agpg180_p --> 2agpg180_c,2AGPG180tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm)
IPDDI,ipdp_c <=> dmpp_c,IPDDI,Isopentenyl-diphosphate D-isomerase
ORNDC,h_c + orn_c --> co2_c + ptrc_c,ORNDC,Ornithine Decarboxylase
UPP3MT,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + h_c,UPP3MT,Uroporphyrinogen methyltransferase
KAS15,accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c,KAS15,Beta-ketoacyl-ACP synthase (2)
ALAALAtex,alaala_e <=> alaala_p,ALAALAtex,D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm)
FACOAL181t2pp,atp_c + coa_c + h_p + ocdcea_p --> amp_c + h_c + odecoa_c + ppi_c,FACOAL181t2pp,Fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling)
T2DECAI,tdec2eACP_c <=> cdec3eACP_c,T2DECAI,Trans-2-decenoyl-ACP isomerase
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,2AGPGAT180,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0)
2AGPGAT181,2agpg181_c + atp_c + ocdcea_c --> amp_c + pg181_c + ppi_c,2AGPGAT181,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1)
3OAS161,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c,3OAS161,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)
DHQS,2dda7p_c --> 3dhq_c + pi_c,DHQS,3-dehydroquinate synthase
EAR141y,h_c + nadph_c + t3c7mrseACP_c --> nadp_c + tdeACP_c,EAR141y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1)
EAR161x,h_c + nadh_c + t3c9palmeACP_c --> hdeACP_c + nad_c,EAR161x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)
2AGPG141tipp,2agpg141_p --> 2agpg141_c,2AGPG141tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm)
2AGPG161tipp,2agpg161_p --> 2agpg161_c,2AGPG161tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm)
2AGPG181tipp,2agpg181_p --> 2agpg181_c,2AGPG181tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)
2AGPEAT140,2agpe140_c + atp_c + ttdca_c --> amp_c + pe140_c + ppi_c,2AGPEAT140,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0)
2AGPEAT120,2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c,2AGPEAT120,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0)
DASYN160,ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c,DASYN160,CDP-diacylglycerol synthetase (n-C16:0)
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,DASYN161,CDP-diacylglycerol synthetase (n-C16:1)
DASYN181,ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c,DASYN181,CDP-diacylglycerol synthetase (n-C18:1)
CDAPPA161,cdpdhdec9eg_c + h2o_c --> cmp_c + 2.0 h_c + pa161_c,CDAPPA161,CDP-Diacylglycerol pyrophostatase (n-C16:1)
2AGPEAT161,2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c,2AGPEAT161,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1)
2AGPEAT141,2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c,2AGPEAT141,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1)
2AGPGAT160,2agpg160_c + atp_c + hdca_c --> amp_c + pg160_c + ppi_c,2AGPGAT160,2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0)
PGSA180,cdpdodecg_c + glyc3p_c --> cmp_c + h_c + pgp180_c,PGSA180,Phosphatidylglycerol synthase (n-C18:0)
PGCD,3pg_c + nad_c --> 3php_c + h_c + nadh_c,PGCD,Phosphoglycerate dehydrogenase
PSSA140,cdpdtdecg_c + ser__L_c --> cmp_c + h_c + ps140_c,PSSA140,Phosphatidylserine syntase (n-C14:0)
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,2AGPGAT141,2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1)
FACOAE180,h2o_c + stcoa_c --> coa_c + h_c + ocdca_c,FACOAE180,Fatty-acid-CoA thioesterase (octadecanoate)
LPLIPAL2ATG140,2agpg140_c + pg140_c --> apg140_c + g3pg_c,LPLIPAL2ATG140,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)"
LPLIPAL2ATG141,2agpg141_c + pg141_c --> apg141_c + g3pg_c,LPLIPAL2ATG141,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:1)"
LPLIPAL2ATG160,2agpg160_c + pg160_c --> apg160_c + g3pg_c,LPLIPAL2ATG160,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0)"
LPLIPAL2ATG180,2agpg180_c + pg180_c --> apg180_c + g3pg_c,LPLIPAL2ATG180,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0)"
LPLIPAL2ATG161,2agpg161_c + pg161_c --> apg161_c + g3pg_c,LPLIPAL2ATG161,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:1)"
LPLIPAL2ATG181,2agpg181_c + pg181_c --> apg181_c + g3pg_c,LPLIPAL2ATG181,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1)"
FACOAE100,dcacoa_c + h2o_c --> coa_c + dca_c + h_c,FACOAE100,Fatty-acid-CoA thioesterase (decanoate)
FACOAE80,h2o_c + occoa_c --> coa_c + h_c + octa_c,FACOAE80,Fatty-acid-CoA thioesterase (octanoate)
FACOAE60,h2o_c + hxcoa_c --> coa_c + h_c + hxa_c,FACOAE60,Fatty-acid-CoA thioesterase (hexanoate)
CLPNS180pp,2.0 pg180_p <=> clpn180_p + glyc_p,CLPNS180pp,"Cardiolipin synthase (periplasmic, n-C18:0)"
PLIPA1E120pp,h2o_p + pe120_p --> 2agpe120_p + ddca_p + h_p,PLIPA1E120pp,"Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)"
CLPNS181pp,2.0 pg181_p <=> clpn181_p + glyc_p,CLPNS181pp,"Cardiolipin synthase (periplasmic, n-C18:1)"
EX_cys__L_e,cys__L_e --> ,EX_cys__L_e,L-Cysteine exchange
PG161abcpp,atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c,PG161abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)"
PGP120abcpp,atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_p + pi_c,PGP120abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)"
MALtex,mal__L_e <=> mal__L_p,MALtex,Malate transport via diffusion (extracellular to periplasm)
NO3tex,no3_e <=> no3_p,NO3tex,Nitrate transport via diffusion (extracellular to periplasm)
3OAS141,cddec5eACP_c + h_c + malACP_c --> 3ocmrs7eACP_c + ACP_c + co2_c,3OAS141,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)
3OAR121,3ocddec5eACP_c + h_c + nadph_c --> 3hcddec5eACP_c + nadp_c,3OAR121,3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)
CFAS160G,2.0 amet_c + pg161_c --> 2.0 ahcys_c + cpg160_c + 2.0 h_c,CFAS160G,"Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C16:0)"
PGP161abcpp,atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_p + pi_c,PGP161abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)"
PGP181abcpp,atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_p + pi_c,PGP181abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)"
PA120abcpp,atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_p + pi_c,PA120abcpp,"Phosphatidate transport via ABC system (n-C12:0, periplasm)"
PLIPA1G120pp,h2o_p + pg120_p --> 2agpg120_p + ddca_p + h_p,PLIPA1G120pp,"Phospholipase A1 (phosphatidylglycerol, n-C12:0) (periplasm)"
URAt2pp,h_p + ura_p --> h_c + ura_c,URAt2pp,Uracil transport in via proton symport (periplasm)
FACOAE141,h2o_c + tdecoa_c --> coa_c + h_c + ttdcea_c,FACOAE141,Fatty-acid-CoA thioesterase (tetradecenoate)
CLPNS120pp,2.0 pg120_p <=> clpn120_p + glyc_p,CLPNS120pp,"Cardiolipin synthase (periplasmic, n-C12:0)"
ALPATE160pp,alpp_p + pe160_p --> 2agpe160_p + lpp_p,ALPATE160pp,"Apolipoprotein N-acyltransferase (phosphatidylethanolamine, periplasm)"
FACOAE161,h2o_c + hdcoa_c --> coa_c + h_c + hdcea_c,FACOAE161,Fatty-acid-CoA thioesterase (hexadecenoate)
EX_gsn_e,gsn_e --> ,EX_gsn_e,Guanosine exchange
TTDCEAtexi,ttdcea_e --> ttdcea_p,TTDCEAtexi,Tetradecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)
HDCEAtexi,hdcea_e --> hdcea_p,HDCEAtexi,Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)
ALPATG160pp,alpp_p + pg160_p --> 2agpg160_p + lpp_p,ALPATG160pp,"Apolipoprotein N-acyltransferase (phosphatidylglycerol, periplasm)"
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,2AGPGAT120,2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0)
LPLIPAL2ATE120,2agpe120_c + pg120_c --> apg120_c + g3pe_c,LPLIPAL2ATE120,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C12:0)"
ALAALAD,alaala_c + h2o_c --> 2.0 ala__D_c,ALAALAD,D-alanine-D-alanine dipeptidase
2AGPEAT180,2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c,2AGPEAT180,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0)
